task_id,instance_id,baseline_id,model,expected_model_variant,observed_model_variants,model_binding_valid,fault_id,fault_layer,covered,fault_triggered,strict_success,repair_round,repair_attempts,repair_at_1,repair_at_2,repair_at_4,compile_status,execution_status,numerical_status,gradient_status,update_status,stage_status_semantics,patch_count,out_of_scope_edit_count,llm_calls,prompt_tokens,completion_tokens,total_tokens,api_cost_usd,wall_time_sec,failure_reason,final_patch,raw_report
EX-06-A__transformer_classifier__execution__EX-06__r_direct,EX-06-A,r_direct,transformer_classifier,transformer,transformer,True,EX-06,execution,True,True,True,1,1,True,True,True,not_measured,pass,not_measured,not_measured,not_measured,fault_group_proxy,1,0,1,74948,6427,81375,,190.702328,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_303/r_direct/r_direct/candidates/EX-06-A__transformer_classifier__execution__EX-06__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_303/r_direct/r_direct/raw/EX-06-A__transformer_classifier__execution__EX-06__r_direct.json
EX-06-B__tiny_causal_lm__execution__EX-06__r_direct,EX-06-B,r_direct,tiny_causal_lm,causal_lm,causal_lm,True,EX-06,execution,True,True,True,1,1,True,True,True,not_measured,pass,not_measured,not_measured,not_measured,fault_group_proxy,1,0,1,74944,3728,78672,,131.979938,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_303/r_direct/r_direct/candidates/EX-06-B__tiny_causal_lm__execution__EX-06__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_303/r_direct/r_direct/raw/EX-06-B__tiny_causal_lm__execution__EX-06__r_direct.json
EX-07-A__cnn__execution__EX-07__r_direct,EX-07-A,r_direct,cnn,cnn,cnn,True,EX-07,execution,True,True,True,1,1,True,True,True,not_measured,pass,not_measured,not_measured,not_measured,fault_group_proxy,1,0,1,38630,637,39267,,30.942081,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_303/r_direct/r_direct/candidates/EX-07-A__cnn__execution__EX-07__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_303/r_direct/r_direct/raw/EX-07-A__cnn__execution__EX-07__r_direct.json
EX-07-B__image_mlp__execution__EX-07__r_direct,EX-07-B,r_direct,image_mlp,mlp,mlp,True,EX-07,execution,True,True,True,1,1,True,True,True,not_measured,pass,not_measured,not_measured,not_measured,fault_group_proxy,1,0,1,38637,768,39405,,29.927858,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_303/r_direct/r_direct/candidates/EX-07-B__image_mlp__execution__EX-07__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_303/r_direct/r_direct/raw/EX-07-B__image_mlp__execution__EX-07__r_direct.json
EX-08-A__cnn__execution__EX-08__r_direct,EX-08-A,r_direct,cnn,cnn,cnn,True,EX-08,execution,True,True,True,1,1,True,True,True,not_measured,pass,not_measured,not_measured,not_measured,fault_group_proxy,3,0,1,38802,2972,41774,,68.403461,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_303/r_direct/r_direct/candidates/EX-08-A__cnn__execution__EX-08__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_303/r_direct/r_direct/raw/EX-08-A__cnn__execution__EX-08__r_direct.json
EX-08-B__transformer_classifier__execution__EX-08__r_direct,EX-08-B,r_direct,transformer_classifier,transformer,transformer,True,EX-08,execution,True,True,True,1,1,True,True,True,not_measured,pass,not_measured,not_measured,not_measured,fault_group_proxy,1,0,1,38814,681,39495,,30.120293,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_303/r_direct/r_direct/candidates/EX-08-B__transformer_classifier__execution__EX-08__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_303/r_direct/r_direct/raw/EX-08-B__transformer_classifier__execution__EX-08__r_direct.json
EX-09-A__cnn__execution__EX-09__r_direct,EX-09-A,r_direct,cnn,cnn,cnn,True,EX-09,execution,True,True,True,1,1,True,True,True,not_measured,pass,not_measured,not_measured,not_measured,fault_group_proxy,1,0,1,1170,142,1312,,5.918616,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_303/r_direct/r_direct/candidates/EX-09-A__cnn__execution__EX-09__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_303/r_direct/r_direct/raw/EX-09-A__cnn__execution__EX-09__r_direct.json
EX-09-B__tiny_causal_lm__execution__EX-09__r_direct,EX-09-B,r_direct,tiny_causal_lm,causal_lm,causal_lm,True,EX-09,execution,True,True,True,1,1,True,True,True,not_measured,pass,not_measured,not_measured,not_measured,fault_group_proxy,1,0,1,1236,216,1452,,5.858289,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_303/r_direct/r_direct/candidates/EX-09-B__tiny_causal_lm__execution__EX-09__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_303/r_direct/r_direct/raw/EX-09-B__tiny_causal_lm__execution__EX-09__r_direct.json
EX-10-A__image_mlp__execution__EX-10__r_direct,EX-10-A,r_direct,image_mlp,mlp,mlp,True,EX-10,execution,True,True,True,1,1,True,True,True,not_measured,pass,not_measured,not_measured,not_measured,fault_group_proxy,1,0,1,1129,425,1554,,11.870272,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_303/r_direct/r_direct/candidates/EX-10-A__image_mlp__execution__EX-10__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_303/r_direct/r_direct/raw/EX-10-A__image_mlp__execution__EX-10__r_direct.json
EX-10-B__transformer_classifier__execution__EX-10__r_direct,EX-10-B,r_direct,transformer_classifier,transformer,transformer,True,EX-10,execution,True,True,True,1,1,True,True,True,not_measured,pass,not_measured,not_measured,not_measured,fault_group_proxy,1,0,1,1177,700,1877,,18.731429,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_303/r_direct/r_direct/candidates/EX-10-B__transformer_classifier__execution__EX-10__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_303/r_direct/r_direct/raw/EX-10-B__transformer_classifier__execution__EX-10__r_direct.json
NU-01-A__image_mlp__numerical__NU-01__r_direct,NU-01-A,r_direct,image_mlp,mlp,mlp,True,NU-01,numerical,True,True,True,1,1,True,True,True,not_measured,not_measured,pass,not_measured,not_measured,fault_group_proxy,1,0,1,1362,154,1516,,2.947561,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_303/r_direct/r_direct/candidates/NU-01-A__image_mlp__numerical__NU-01__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_303/r_direct/r_direct/raw/NU-01-A__image_mlp__numerical__NU-01__r_direct.json
NU-01-B__tiny_causal_lm__numerical__NU-01__r_direct,NU-01-B,r_direct,tiny_causal_lm,causal_lm,causal_lm,True,NU-01,numerical,True,True,True,1,1,True,True,True,not_measured,not_measured,pass,not_measured,not_measured,fault_group_proxy,1,0,1,1364,235,1599,,3.818625,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_303/r_direct/r_direct/candidates/NU-01-B__tiny_causal_lm__numerical__NU-01__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_303/r_direct/r_direct/raw/NU-01-B__tiny_causal_lm__numerical__NU-01__r_direct.json
NU-02-A__transformer_classifier__numerical__NU-02__r_direct,NU-02-A,r_direct,transformer_classifier,transformer,transformer,True,NU-02,numerical,True,True,True,1,1,True,True,True,not_measured,not_measured,pass,not_measured,not_measured,fault_group_proxy,1,0,1,463,349,812,,9.270661,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_303/r_direct/r_direct/candidates/NU-02-A__transformer_classifier__numerical__NU-02__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_303/r_direct/r_direct/raw/NU-02-A__transformer_classifier__numerical__NU-02__r_direct.json
NU-02-B__tiny_causal_lm__numerical__NU-02__r_direct,NU-02-B,r_direct,tiny_causal_lm,causal_lm,causal_lm,True,NU-02,numerical,True,True,True,1,1,True,True,True,not_measured,not_measured,pass,not_measured,not_measured,fault_group_proxy,1,0,1,467,347,814,,10.371601,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_303/r_direct/r_direct/candidates/NU-02-B__tiny_causal_lm__numerical__NU-02__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_303/r_direct/r_direct/raw/NU-02-B__tiny_causal_lm__numerical__NU-02__r_direct.json
NU-03-A__cnn__numerical__NU-03__r_direct,NU-03-A,r_direct,cnn,cnn,cnn,True,NU-03,numerical,True,True,False,,4,False,False,False,not_measured,not_measured,fail,not_measured,not_measured,fault_group_proxy,4,0,4,149323,54902,204225,,1523.028299,strict_verifier_failed,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_303/r_direct/r_direct/candidates/NU-03-A__cnn__numerical__NU-03__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_303/r_direct/r_direct/raw/NU-03-A__cnn__numerical__NU-03__r_direct.json
NU-03-B__image_mlp__numerical__NU-03__r_direct,NU-03-B,r_direct,image_mlp,mlp,mlp,True,NU-03,numerical,True,True,False,,4,False,False,False,not_measured,not_measured,fail,not_measured,not_measured,fault_group_proxy,4,0,4,149316,112891,262207,,3657.761789,strict_verifier_failed,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_303/r_direct/r_direct/candidates/NU-03-B__image_mlp__numerical__NU-03__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_303/r_direct/r_direct/raw/NU-03-B__image_mlp__numerical__NU-03__r_direct.json
NU-04-A__cnn__numerical__NU-04__r_direct,NU-04-A,r_direct,cnn,cnn,cnn,True,NU-04,numerical,True,True,True,1,1,True,True,True,not_measured,not_measured,pass,not_measured,not_measured,fault_group_proxy,1,0,1,1399,227,1626,,4.745035,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_303/r_direct/r_direct/candidates/NU-04-A__cnn__numerical__NU-04__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_303/r_direct/r_direct/raw/NU-04-A__cnn__numerical__NU-04__r_direct.json
NU-04-B__transformer_classifier__numerical__NU-04__r_direct,NU-04-B,r_direct,transformer_classifier,transformer,transformer,True,NU-04,numerical,True,True,True,1,1,True,True,True,not_measured,not_measured,pass,not_measured,not_measured,fault_group_proxy,1,0,1,1368,149,1517,,3.186944,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_303/r_direct/r_direct/candidates/NU-04-B__transformer_classifier__numerical__NU-04__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_303/r_direct/r_direct/raw/NU-04-B__transformer_classifier__numerical__NU-04__r_direct.json
NU-05-A__cnn__numerical__NU-05__r_direct,NU-05-A,r_direct,cnn,cnn,cnn,True,NU-05,numerical,True,True,True,1,1,True,True,True,not_measured,not_measured,pass,not_measured,not_measured,fault_group_proxy,1,0,1,37307,3907,41214,,103.273107,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_303/r_direct/r_direct/candidates/NU-05-A__cnn__numerical__NU-05__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_303/r_direct/r_direct/raw/NU-05-A__cnn__numerical__NU-05__r_direct.json
NU-05-B__tiny_causal_lm__numerical__NU-05__r_direct,NU-05-B,r_direct,tiny_causal_lm,causal_lm,causal_lm,True,NU-05,numerical,True,True,True,1,1,True,True,True,not_measured,not_measured,pass,not_measured,not_measured,fault_group_proxy,1,0,1,37309,795,38104,,35.021192,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_303/r_direct/r_direct/candidates/NU-05-B__tiny_causal_lm__numerical__NU-05__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_303/r_direct/r_direct/raw/NU-05-B__tiny_causal_lm__numerical__NU-05__r_direct.json
NU-06-A__image_mlp__numerical__NU-06__r_direct,NU-06-A,r_direct,image_mlp,mlp,mlp,True,NU-06,numerical,True,True,True,1,1,True,True,True,not_measured,not_measured,pass,not_measured,not_measured,fault_group_proxy,1,0,1,1367,214,1581,,6.76951,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_303/r_direct/r_direct/candidates/NU-06-A__image_mlp__numerical__NU-06__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_303/r_direct/r_direct/raw/NU-06-A__image_mlp__numerical__NU-06__r_direct.json
NU-06-B__transformer_classifier__numerical__NU-06__r_direct,NU-06-B,r_direct,transformer_classifier,transformer,transformer,True,NU-06,numerical,True,True,True,1,1,True,True,True,not_measured,not_measured,pass,not_measured,not_measured,fault_group_proxy,1,0,1,1370,160,1530,,3.925906,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_303/r_direct/r_direct/candidates/NU-06-B__transformer_classifier__numerical__NU-06__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_303/r_direct/r_direct/raw/NU-06-B__transformer_classifier__numerical__NU-06__r_direct.json
NU-07-A__image_mlp__numerical__NU-07__r_direct,NU-07-A,r_direct,image_mlp,mlp,mlp,True,NU-07,numerical,True,True,True,1,1,True,True,True,not_measured,not_measured,pass,not_measured,not_measured,fault_group_proxy,1,0,1,39092,2541,41633,,77.13526,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_303/r_direct/r_direct/candidates/NU-07-A__image_mlp__numerical__NU-07__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_303/r_direct/r_direct/raw/NU-07-A__image_mlp__numerical__NU-07__r_direct.json
NU-07-B__tiny_causal_lm__numerical__NU-07__r_direct,NU-07-B,r_direct,tiny_causal_lm,causal_lm,causal_lm,True,NU-07,numerical,True,True,False,,4,False,False,False,not_measured,not_measured,fail,not_measured,not_measured,fault_group_proxy,4,0,4,152510,27148,179658,,655.966147,strict_verifier_failed,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_303/r_direct/r_direct/candidates/NU-07-B__tiny_causal_lm__numerical__NU-07__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_303/r_direct/r_direct/raw/NU-07-B__tiny_causal_lm__numerical__NU-07__r_direct.json
GR-01-A__transformer_classifier__gradient_update__GR-01__r_direct,GR-01-A,r_direct,transformer_classifier,transformer,transformer,True,GR-01,gradient_update,True,True,True,1,1,True,True,True,not_measured,not_measured,not_measured,pass,pass,fault_group_proxy,1,0,1,1601,160,1761,,5.521435,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_303/r_direct/r_direct/candidates/GR-01-A__transformer_classifier__gradient_update__GR-01__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_303/r_direct/r_direct/raw/GR-01-A__transformer_classifier__gradient_update__GR-01__r_direct.json
GR-01-B__tiny_causal_lm__gradient_update__GR-01__r_direct,GR-01-B,r_direct,tiny_causal_lm,causal_lm,causal_lm,True,GR-01,gradient_update,True,True,True,1,1,True,True,True,not_measured,not_measured,not_measured,pass,pass,fault_group_proxy,1,0,1,1605,164,1769,,3.371572,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_303/r_direct/r_direct/candidates/GR-01-B__tiny_causal_lm__gradient_update__GR-01__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_303/r_direct/r_direct/raw/GR-01-B__tiny_causal_lm__gradient_update__GR-01__r_direct.json
GR-02-A__cnn__gradient_update__GR-02__r_direct,GR-02-A,r_direct,cnn,cnn,cnn,True,GR-02,gradient_update,True,True,True,1,1,True,True,True,not_measured,not_measured,not_measured,pass,pass,fault_group_proxy,1,0,1,1677,128,1805,,7.518775,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_303/r_direct/r_direct/candidates/GR-02-A__cnn__gradient_update__GR-02__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_303/r_direct/r_direct/raw/GR-02-A__cnn__gradient_update__GR-02__r_direct.json
GR-02-B__image_mlp__gradient_update__GR-02__r_direct,GR-02-B,r_direct,image_mlp,mlp,mlp,True,GR-02,gradient_update,True,True,True,1,1,True,True,True,not_measured,not_measured,not_measured,pass,pass,fault_group_proxy,1,0,1,1644,129,1773,,3.083101,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_303/r_direct/r_direct/candidates/GR-02-B__image_mlp__gradient_update__GR-02__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_303/r_direct/r_direct/raw/GR-02-B__image_mlp__gradient_update__GR-02__r_direct.json
GR-03-A__cnn__gradient_update__GR-03__r_direct,GR-03-A,r_direct,cnn,cnn,cnn,True,GR-03,gradient_update,True,True,True,1,1,True,True,True,not_measured,not_measured,not_measured,pass,pass,fault_group_proxy,1,0,1,1681,241,1922,,6.108854,,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_303/r_direct/r_direct/candidates/GR-03-A__cnn__gradient_update__GR-03__r_direct.py,experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_glm5_3_flash_incomplete5/glm-5.3-flash/seed_303/r_direct/r_direct/raw/GR-03-A__cnn__gradient_update__GR-03__r_direct.json
