task_id,instance_id,baseline_id,model,expected_model_variant,observed_model_variants,model_binding_valid,fault_id,fault_layer,covered,fault_triggered,strict_success,repair_round,repair_attempts,repair_at_1,repair_at_2,repair_at_4,compile_status,execution_status,numerical_status,gradient_status,update_status,stage_status_semantics,patch_count,out_of_scope_edit_count,llm_calls,prompt_tokens,completion_tokens,total_tokens,api_cost_usd,wall_time_sec,failure_reason,final_patch,raw_report
EX-06-A__transformer_classifier__execution__EX-06__r_direct,EX-06-A,r_direct,transformer_classifier,transformer,transformer,True,EX-06,execution,True,True,True,1,1,True,True,True,not_measured,pass,not_measured,not_measured,not_measured,fault_group_proxy,1,0,1,71657,5331,76988,,65.62892,,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/candidates/EX-06-A__transformer_classifier__execution__EX-06__r_direct.py,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/raw/EX-06-A__transformer_classifier__execution__EX-06__r_direct.json
EX-06-B__tiny_causal_lm__execution__EX-06__r_direct,EX-06-B,r_direct,tiny_causal_lm,causal_lm,causal_lm,True,EX-06,execution,True,True,True,1,1,True,True,True,not_measured,pass,not_measured,not_measured,not_measured,fault_group_proxy,1,0,1,71660,7440,79100,,75.442168,,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/candidates/EX-06-B__tiny_causal_lm__execution__EX-06__r_direct.py,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/raw/EX-06-B__tiny_causal_lm__execution__EX-06__r_direct.json
EX-07-A__cnn__execution__EX-07__r_direct,EX-07-A,r_direct,cnn,cnn,cnn,True,EX-07,execution,True,True,True,1,1,True,True,True,not_measured,pass,not_measured,not_measured,not_measured,fault_group_proxy,1,0,1,42442,1355,43797,,25.479792,,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/candidates/EX-07-A__cnn__execution__EX-07__r_direct.py,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/raw/EX-07-A__cnn__execution__EX-07__r_direct.json
EX-07-B__image_mlp__execution__EX-07__r_direct,EX-07-B,r_direct,image_mlp,mlp,mlp,True,EX-07,execution,True,True,False,,4,False,False,False,not_measured,fail,not_measured,not_measured,not_measured,fault_group_proxy,3,0,4,170865,31274,202139,,266.430922,strict_verifier_failed,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/candidates/EX-07-B__image_mlp__execution__EX-07__r_direct.py,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/raw/EX-07-B__image_mlp__execution__EX-07__r_direct.json
EX-08-A__cnn__execution__EX-08__r_direct,EX-08-A,r_direct,cnn,cnn,cnn,True,EX-08,execution,True,True,True,1,1,True,True,True,not_measured,pass,not_measured,not_measured,not_measured,fault_group_proxy,1,0,1,42614,1749,44363,,28.779136,,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/candidates/EX-08-A__cnn__execution__EX-08__r_direct.py,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/raw/EX-08-A__cnn__execution__EX-08__r_direct.json
EX-08-B__transformer_classifier__execution__EX-08__r_direct,EX-08-B,r_direct,transformer_classifier,transformer,transformer,True,EX-08,execution,True,True,True,1,1,True,True,True,not_measured,pass,not_measured,not_measured,not_measured,fault_group_proxy,1,0,1,42632,2953,45585,,37.093593,,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/candidates/EX-08-B__transformer_classifier__execution__EX-08__r_direct.py,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/raw/EX-08-B__transformer_classifier__execution__EX-08__r_direct.json
EX-09-A__cnn__execution__EX-09__r_direct,EX-09-A,r_direct,cnn,cnn,cnn,True,EX-09,execution,True,True,True,1,1,True,True,True,not_measured,pass,not_measured,not_measured,not_measured,fault_group_proxy,1,0,1,1356,486,1842,,4.935047,,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/candidates/EX-09-A__cnn__execution__EX-09__r_direct.py,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/raw/EX-09-A__cnn__execution__EX-09__r_direct.json
EX-09-B__tiny_causal_lm__execution__EX-09__r_direct,EX-09-B,r_direct,tiny_causal_lm,causal_lm,causal_lm,True,EX-09,execution,True,True,True,1,1,True,True,True,not_measured,pass,not_measured,not_measured,not_measured,fault_group_proxy,1,0,1,1433,274,1707,,2.977946,,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/candidates/EX-09-B__tiny_causal_lm__execution__EX-09__r_direct.py,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/raw/EX-09-B__tiny_causal_lm__execution__EX-09__r_direct.json
EX-10-A__image_mlp__execution__EX-10__r_direct,EX-10-A,r_direct,image_mlp,mlp,mlp,True,EX-10,execution,True,True,True,1,1,True,True,True,not_measured,pass,not_measured,not_measured,not_measured,fault_group_proxy,1,0,1,1313,6840,8153,,58.743025,,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/candidates/EX-10-A__image_mlp__execution__EX-10__r_direct.py,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/raw/EX-10-A__image_mlp__execution__EX-10__r_direct.json
EX-10-B__transformer_classifier__execution__EX-10__r_direct,EX-10-B,r_direct,transformer_classifier,transformer,transformer,True,EX-10,execution,True,True,True,1,1,True,True,True,not_measured,pass,not_measured,not_measured,not_measured,fault_group_proxy,1,0,1,1365,1539,2904,,15.155373,,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/candidates/EX-10-B__transformer_classifier__execution__EX-10__r_direct.py,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/raw/EX-10-B__transformer_classifier__execution__EX-10__r_direct.json
NU-01-A__image_mlp__numerical__NU-01__r_direct,NU-01-A,r_direct,image_mlp,mlp,mlp,True,NU-01,numerical,True,True,True,4,4,False,False,True,not_measured,not_measured,pass,not_measured,not_measured,fault_group_proxy,1,0,4,6220,1268,7488,,12.912871,,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/candidates/NU-01-A__image_mlp__numerical__NU-01__r_direct.py,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/raw/NU-01-A__image_mlp__numerical__NU-01__r_direct.json
NU-01-B__tiny_causal_lm__numerical__NU-01__r_direct,NU-01-B,r_direct,tiny_causal_lm,causal_lm,causal_lm,True,NU-01,numerical,True,True,True,1,1,True,True,True,not_measured,not_measured,pass,not_measured,not_measured,fault_group_proxy,1,0,1,1559,464,2023,,4.563943,,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/candidates/NU-01-B__tiny_causal_lm__numerical__NU-01__r_direct.py,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/raw/NU-01-B__tiny_causal_lm__numerical__NU-01__r_direct.json
NU-02-A__transformer_classifier__numerical__NU-02__r_direct,NU-02-A,r_direct,transformer_classifier,transformer,transformer,True,NU-02,numerical,True,True,True,1,1,True,True,True,not_measured,not_measured,pass,not_measured,not_measured,fault_group_proxy,1,0,1,558,709,1267,,7.319205,,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/candidates/NU-02-A__transformer_classifier__numerical__NU-02__r_direct.py,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/raw/NU-02-A__transformer_classifier__numerical__NU-02__r_direct.json
NU-02-B__tiny_causal_lm__numerical__NU-02__r_direct,NU-02-B,r_direct,tiny_causal_lm,causal_lm,causal_lm,True,NU-02,numerical,True,True,True,1,1,True,True,True,not_measured,not_measured,pass,not_measured,not_measured,fault_group_proxy,1,0,1,551,1337,1888,,12.846967,,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/candidates/NU-02-B__tiny_causal_lm__numerical__NU-02__r_direct.py,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/raw/NU-02-B__tiny_causal_lm__numerical__NU-02__r_direct.json
NU-03-A__cnn__numerical__NU-03__r_direct,NU-03-A,r_direct,cnn,cnn,cnn,True,NU-03,numerical,True,True,False,,4,False,False,False,not_measured,not_measured,fail,not_measured,not_measured,fault_group_proxy,3,0,4,123132,119716,242848,,1627.38364,JSONDecodeError: Expecting value: line 1 column 1 (char 0),/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/candidates/NU-03-A__cnn__numerical__NU-03__r_direct.py,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/raw/NU-03-A__cnn__numerical__NU-03__r_direct.json
NU-03-B__image_mlp__numerical__NU-03__r_direct,NU-03-B,r_direct,image_mlp,mlp,mlp,True,NU-03,numerical,True,True,False,,4,False,False,False,not_measured,not_measured,fail,not_measured,not_measured,fault_group_proxy,5,0,4,123132,176070,299202,,2033.013322,JSONDecodeError: Expecting value: line 1 column 1 (char 0),/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/candidates/NU-03-B__image_mlp__numerical__NU-03__r_direct.py,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/raw/NU-03-B__image_mlp__numerical__NU-03__r_direct.json
NU-04-A__cnn__numerical__NU-04__r_direct,NU-04-A,r_direct,cnn,cnn,cnn,True,NU-04,numerical,True,True,True,1,1,True,True,True,not_measured,not_measured,pass,not_measured,not_measured,fault_group_proxy,1,0,1,1592,351,1943,,3.595593,,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/candidates/NU-04-A__cnn__numerical__NU-04__r_direct.py,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/raw/NU-04-A__cnn__numerical__NU-04__r_direct.json
NU-04-B__transformer_classifier__numerical__NU-04__r_direct,NU-04-B,r_direct,transformer_classifier,transformer,transformer,True,NU-04,numerical,True,True,True,1,1,True,True,True,not_measured,not_measured,pass,not_measured,not_measured,fault_group_proxy,1,0,1,1561,399,1960,,4.325125,,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/candidates/NU-04-B__transformer_classifier__numerical__NU-04__r_direct.py,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/raw/NU-04-B__transformer_classifier__numerical__NU-04__r_direct.json
NU-05-A__cnn__numerical__NU-05__r_direct,NU-05-A,r_direct,cnn,cnn,cnn,True,NU-05,numerical,True,True,True,1,1,True,True,True,not_measured,not_measured,pass,not_measured,not_measured,fault_group_proxy,1,0,1,41016,1356,42372,,28.182893,,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/candidates/NU-05-A__cnn__numerical__NU-05__r_direct.py,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/raw/NU-05-A__cnn__numerical__NU-05__r_direct.json
NU-05-B__tiny_causal_lm__numerical__NU-05__r_direct,NU-05-B,r_direct,tiny_causal_lm,causal_lm,causal_lm,True,NU-05,numerical,True,True,True,1,1,True,True,True,not_measured,not_measured,pass,not_measured,not_measured,fault_group_proxy,1,0,1,41018,1780,42798,,30.80864,,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/candidates/NU-05-B__tiny_causal_lm__numerical__NU-05__r_direct.py,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/raw/NU-05-B__tiny_causal_lm__numerical__NU-05__r_direct.json
NU-06-A__image_mlp__numerical__NU-06__r_direct,NU-06-A,r_direct,image_mlp,mlp,mlp,True,NU-06,numerical,True,True,True,1,1,True,True,True,not_measured,not_measured,pass,not_measured,not_measured,fault_group_proxy,1,0,1,1558,246,1804,,2.228496,,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/candidates/NU-06-A__image_mlp__numerical__NU-06__r_direct.py,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/raw/NU-06-A__image_mlp__numerical__NU-06__r_direct.json
NU-06-B__transformer_classifier__numerical__NU-06__r_direct,NU-06-B,r_direct,transformer_classifier,transformer,transformer,True,NU-06,numerical,True,True,True,1,1,True,True,True,not_measured,not_measured,pass,not_measured,not_measured,fault_group_proxy,1,0,1,1561,292,1853,,2.586965,,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/candidates/NU-06-B__transformer_classifier__numerical__NU-06__r_direct.py,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/raw/NU-06-B__transformer_classifier__numerical__NU-06__r_direct.json
NU-07-A__image_mlp__numerical__NU-07__r_direct,NU-07-A,r_direct,image_mlp,mlp,mlp,True,NU-07,numerical,True,True,False,,4,False,False,False,not_measured,not_measured,fail,not_measured,not_measured,fault_group_proxy,5,0,4,167532,61848,229380,,537.963947,strict_verifier_failed,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/candidates/NU-07-A__image_mlp__numerical__NU-07__r_direct.py,/media/main/whj/projects/torch4ms/ascend-torch4ms-exp-h-cf3d7d5/experiments/experiment_request_20260820/08_experiment_H_multi_llm/runs_three_backbones/deepseek-v4-flash/seed_303/r_direct/r_direct/raw/NU-07-A__image_mlp__numerical__NU-07__r_direct.json
