baseline_id,instance_id,task_id,model_id,model_name,model_variant,expected_model_variant,observed_model_variants,model_binding_valid,fault_id,fault_layer,scope,covered,fault_triggered,strict_success,repair_round,repair_at_1,repair_at_2,repair_at_4,attempts,patch_count,out_of_scope_edit_count,compile_status,execution_status,numerical_status,gradient_status,update_status,failure_reason,wall_time_sec,prompt_tokens,completion_tokens,total_tokens,llm_calls,raw_report,final_patch
r_exec,EX-09-B,EX-09-B,M4,Tiny Causal LM,causal_lm,causal_lm,causal_lm,True,EX-09,execution,core_operator,True,True,True,1,True,True,True,1,1,0,,,,,,,18.315159,2039,2578,4617,1,checkpoints/r_exec/EX-09-B/native/results/section65_fault_pool_repair_raw.json,checkpoints/r_exec/EX-09-B/native/results/candidates/EX-09-B
r_exec,EX-10-A,EX-10-A,M2,Image MLP,mlp,mlp,mlp,True,EX-10,execution,core_operator,True,True,True,1,True,True,True,1,1,0,,,,,,,44.065633,1946,5647,7593,1,checkpoints/r_exec/EX-10-A/native/results/section65_fault_pool_repair_raw.json,checkpoints/r_exec/EX-10-A/native/results/candidates/EX-10-A
r_exec,EX-10-B,EX-10-B,M3,Transformer Classifier,transformer,transformer,transformer,True,EX-10,execution,core_operator,True,True,True,1,True,True,True,1,1,0,,,,,,,39.542076,1968,5174,7142,1,checkpoints/r_exec/EX-10-B/native/results/section65_fault_pool_repair_raw.json,checkpoints/r_exec/EX-10-B/native/results/candidates/EX-10-B
r_exec,NU-01-A,NU-01-A,M2,Image MLP,mlp,mlp,mlp,True,NU-01,numerical,candidate,True,True,True,1,True,True,True,1,1,0,,,,,,,8.972766,2194,944,3138,1,checkpoints/r_exec/NU-01-A/native/results/section65_fault_pool_repair_raw.json,checkpoints/r_exec/NU-01-A/native/results/candidates/NU-01-A
r_exec,NU-01-B,NU-01-B,M4,Tiny Causal LM,causal_lm,causal_lm,causal_lm,True,NU-01,numerical,candidate,True,True,True,1,True,True,True,1,1,0,,,,,,,11.653394,2203,1525,3728,1,checkpoints/r_exec/NU-01-B/native/results/section65_fault_pool_repair_raw.json,checkpoints/r_exec/NU-01-B/native/results/candidates/NU-01-B
r_exec,NU-02-A,NU-02-A,M3,Transformer Classifier,transformer,transformer,transformer,True,NU-02,numerical,candidate,True,True,False,4,False,False,False,4,0,0,,,,,,repair_budget_exhausted,18.157172,4112,1794,5906,4,checkpoints/r_exec/NU-02-A/native/results/section65_fault_pool_repair_raw.json,checkpoints/r_exec/NU-02-A/native/results/candidates/NU-02-A
r_exec,NU-02-B,NU-02-B,M4,Tiny Causal LM,causal_lm,causal_lm,causal_lm,True,NU-02,numerical,candidate,True,True,True,1,True,True,True,1,1,0,,,,,,,78.796585,1030,10010,11040,1,checkpoints/r_exec/NU-02-B/native/results/section65_fault_pool_repair_raw.json,checkpoints/r_exec/NU-02-B/native/results/candidates/NU-02-B
r_exec,NU-03-A,NU-03-A,M1,CNN,cnn,cnn,cnn,True,NU-03,numerical,core_operator,True,True,False,4,False,False,False,4,2,0,,,,,,repair_budget_exhausted,427.532321,0,0,0,0,checkpoints/r_exec/NU-03-A/native/results/section65_fault_pool_repair_raw.json,checkpoints/r_exec/NU-03-A/native/results/candidates/NU-03-A
r_exec,NU-03-B,NU-03-B,M2,Image MLP,mlp,mlp,mlp,True,NU-03,numerical,core_operator,True,True,False,4,False,False,False,4,1,0,,,,,,repair_budget_exhausted,499.34333,0,0,0,0,checkpoints/r_exec/NU-03-B/native/results/section65_fault_pool_repair_raw.json,checkpoints/r_exec/NU-03-B/native/results/candidates/NU-03-B
r_exec,NU-04-A,NU-04-A,M1,CNN,cnn,cnn,cnn,True,NU-04,numerical,core_operator,True,True,True,1,True,True,True,1,1,0,,,,,,,14.261356,2195,1797,3992,1,checkpoints/r_exec/NU-04-A/native/results/section65_fault_pool_repair_raw.json,checkpoints/r_exec/NU-04-A/native/results/candidates/NU-04-A
r_exec,NU-04-B,NU-04-B,M3,Transformer Classifier,transformer,transformer,transformer,True,NU-04,numerical,core_operator,True,True,True,1,True,True,True,1,1,0,,,,,,,6.657367,2164,592,2756,1,checkpoints/r_exec/NU-04-B/native/results/section65_fault_pool_repair_raw.json,checkpoints/r_exec/NU-04-B/native/results/candidates/NU-04-B
r_exec,NU-05-A,NU-05-A,M1,CNN,cnn,cnn,cnn,True,NU-05,numerical,core_operator,True,True,False,4,False,False,False,4,0,0,,,,,,repair_budget_exhausted,369.185539,0,0,0,0,checkpoints/r_exec/NU-05-A/native/results/section65_fault_pool_repair_raw.json,checkpoints/r_exec/NU-05-A/native/results/candidates/NU-05-A
r_exec,NU-05-B,NU-05-B,M4,Tiny Causal LM,causal_lm,causal_lm,causal_lm,True,NU-05,numerical,core_operator,True,True,False,4,False,False,False,4,1,0,,,,,,repair_budget_exhausted,712.033868,0,0,0,0,checkpoints/r_exec/NU-05-B/native/results/section65_fault_pool_repair_raw.json,checkpoints/r_exec/NU-05-B/native/results/candidates/NU-05-B
r_exec,NU-06-A,NU-06-A,M2,Image MLP,mlp,mlp,mlp,True,NU-06,numerical,core_operator,True,True,True,1,True,True,True,1,1,0,,,,,,,19.207617,2166,2392,4558,1,checkpoints/r_exec/NU-06-A/native/results/section65_fault_pool_repair_raw.json,checkpoints/r_exec/NU-06-A/native/results/candidates/NU-06-A
r_exec,NU-06-B,NU-06-B,M3,Transformer Classifier,transformer,transformer,transformer,True,NU-06,numerical,core_operator,True,True,True,1,True,True,True,1,1,0,,,,,,,11.710675,2189,1264,3453,1,checkpoints/r_exec/NU-06-B/native/results/section65_fault_pool_repair_raw.json,checkpoints/r_exec/NU-06-B/native/results/candidates/NU-06-B
r_exec,NU-07-A,NU-07-A,M2,Image MLP,mlp,mlp,mlp,True,NU-07,numerical,core_operator,True,True,False,4,False,False,False,4,1,0,,,,,,repair_budget_exhausted,684.233804,0,0,0,0,checkpoints/r_exec/NU-07-A/native/results/section65_fault_pool_repair_raw.json,checkpoints/r_exec/NU-07-A/native/results/candidates/NU-07-A
r_exec,NU-07-B,NU-07-B,M4,Tiny Causal LM,causal_lm,causal_lm,causal_lm,True,NU-07,numerical,core_operator,True,True,False,4,False,False,False,4,0,0,,,,,,repair_budget_exhausted,629.129503,0,0,0,0,checkpoints/r_exec/NU-07-B/native/results/section65_fault_pool_repair_raw.json,checkpoints/r_exec/NU-07-B/native/results/candidates/NU-07-B
r_exec,GR-01-A,GR-01-A,M3,Transformer Classifier,transformer,transformer,transformer,True,GR-01,gradient_update,candidate,True,True,True,1,True,True,True,1,1,0,,,,,,,13.976488,2349,1135,3484,1,checkpoints/r_exec/GR-01-A/native/results/section65_fault_pool_repair_raw.json,checkpoints/r_exec/GR-01-A/native/results/candidates/GR-01-A
r_exec,GR-01-B,GR-01-B,M4,Tiny Causal LM,causal_lm,causal_lm,causal_lm,True,GR-01,gradient_update,candidate,True,True,True,1,True,True,True,1,1,0,,,,,,,10.955394,2350,1124,3474,1,checkpoints/r_exec/GR-01-B/native/results/section65_fault_pool_repair_raw.json,checkpoints/r_exec/GR-01-B/native/results/candidates/GR-01-B
r_exec,GR-02-A,GR-02-A,M1,CNN,cnn,cnn,cnn,True,GR-02,gradient_update,candidate,True,True,True,1,True,True,True,1,1,0,,,,,,,18.4745,2508,2264,4772,1,checkpoints/r_exec/GR-02-A/native/results/section65_fault_pool_repair_raw.json,checkpoints/r_exec/GR-02-A/native/results/candidates/GR-02-A
r_exec,GR-02-B,GR-02-B,M2,Image MLP,mlp,mlp,mlp,True,GR-02,gradient_update,candidate,True,True,True,1,True,True,True,1,1,0,,,,,,,25.705304,2502,3033,5535,1,checkpoints/r_exec/GR-02-B/native/results/section65_fault_pool_repair_raw.json,checkpoints/r_exec/GR-02-B/native/results/candidates/GR-02-B
r_exec,GR-03-A,GR-03-A,M1,CNN,cnn,cnn,cnn,True,GR-03,gradient_update,candidate,True,True,True,1,True,True,True,1,1,0,,,,,,,20.094292,2509,2328,4837,1,checkpoints/r_exec/GR-03-A/native/results/section65_fault_pool_repair_raw.json,checkpoints/r_exec/GR-03-A/native/results/candidates/GR-03-A
r_exec,GR-03-B,GR-03-B,M3,Transformer Classifier,transformer,transformer,transformer,True,GR-03,gradient_update,candidate,True,True,True,1,True,True,True,1,1,0,,,,,,,29.064366,2494,3439,5933,1,checkpoints/r_exec/GR-03-B/native/results/section65_fault_pool_repair_raw.json,checkpoints/r_exec/GR-03-B/native/results/candidates/GR-03-B
r_exec,GR-04-A,GR-04-A,M1,CNN,cnn,cnn,cnn,True,GR-04,gradient_update,candidate,True,True,True,1,True,True,True,1,1,0,,,,,,,26.810546,2395,2921,5316,1,checkpoints/r_exec/GR-04-A/native/results/section65_fault_pool_repair_raw.json,checkpoints/r_exec/GR-04-A/native/results/candidates/GR-04-A
r_exec,GR-04-B,GR-04-B,M4,Tiny Causal LM,causal_lm,causal_lm,causal_lm,True,GR-04,gradient_update,candidate,True,True,True,1,True,True,True,1,1,0,,,,,,,23.944491,2355,2560,4915,1,checkpoints/r_exec/GR-04-B/native/results/section65_fault_pool_repair_raw.json,checkpoints/r_exec/GR-04-B/native/results/candidates/GR-04-B
r_exec,GR-05-A,GR-05-A,M2,Image MLP,mlp,mlp,mlp,True,GR-05,gradient_update,core_autograd_optimizer,True,True,False,4,False,False,False,4,0,0,,,,,,gradient_update_mismatch_remained,66.355534,0,0,0,0,checkpoints/r_exec/GR-05-A/native/results/section65_fault_pool_repair_raw.json,checkpoints/r_exec/GR-05-A/native/results/candidates/GR-05-A
r_exec,GR-05-B,GR-05-B,M3,Transformer Classifier,transformer,transformer,transformer,True,GR-05,gradient_update,core_autograd_optimizer,True,True,False,4,False,False,False,4,0,0,,,,,,gradient_update_mismatch_remained,39.504266,0,0,0,0,checkpoints/r_exec/GR-05-B/native/results/section65_fault_pool_repair_raw.json,checkpoints/r_exec/GR-05-B/native/results/candidates/GR-05-B
r_exec,GR-06-A,GR-06-A,M2,Image MLP,mlp,mlp,mlp,True,GR-06,gradient_update,candidate,True,True,True,1,True,True,True,1,1,0,,,,,,,46.001485,2493,5674,8167,1,checkpoints/r_exec/GR-06-A/native/results/section65_fault_pool_repair_raw.json,checkpoints/r_exec/GR-06-A/native/results/candidates/GR-06-A
r_exec,GR-06-B,GR-06-B,M4,Tiny Causal LM,causal_lm,causal_lm,causal_lm,True,GR-06,gradient_update,candidate,True,True,True,1,True,True,True,1,1,0,,,,,,,81.758851,2501,10321,12822,1,checkpoints/r_exec/GR-06-B/native/results/section65_fault_pool_repair_raw.json,checkpoints/r_exec/GR-06-B/native/results/candidates/GR-06-B
r_exec,GR-07-A,GR-07-A,M3,Transformer Classifier,transformer,transformer,transformer,True,GR-07,gradient_update,core_autograd_optimizer,True,True,False,4,False,False,False,4,0,0,,,,,,gradient_update_mismatch_remained,29.084523,6528,1842,8370,4,checkpoints/r_exec/GR-07-A/native/results/section65_fault_pool_repair_raw.json,checkpoints/r_exec/GR-07-A/native/results/candidates/GR-07-A
r_exec,GR-07-B,GR-07-B,M4,Tiny Causal LM,causal_lm,causal_lm,causal_lm,True,GR-07,gradient_update,core_autograd_optimizer,True,True,False,4,False,False,False,4,0,0,,,,,,gradient_update_mismatch_remained,78.107994,13056,8813,21869,4,checkpoints/r_exec/GR-07-B/native/results/section65_fault_pool_repair_raw.json,checkpoints/r_exec/GR-07-B/native/results/candidates/GR-07-B
r_exec,GR-08-A,GR-08-A,M1,CNN,cnn,cnn,cnn,True,GR-08,gradient_update,candidate,True,True,True,1,True,True,True,1,1,0,,,,,,,21.958513,2500,2634,5134,1,checkpoints/r_exec/GR-08-A/native/results/section65_fault_pool_repair_raw.json,checkpoints/r_exec/GR-08-A/native/results/candidates/GR-08-A
r_exec,GR-08-B,GR-08-B,M2,Image MLP,mlp,mlp,mlp,True,GR-08,gradient_update,candidate,True,True,True,1,True,True,True,1,1,0,,,,,,,28.682504,2484,3404,5888,1,checkpoints/r_exec/GR-08-B/native/results/section65_fault_pool_repair_raw.json,checkpoints/r_exec/GR-08-B/native/results/candidates/GR-08-B
r_exec,UP-01-A,UP-01-A,M3,Transformer Classifier,transformer,transformer,transformer,True,UP-01,gradient_update,candidate,True,True,True,1,True,True,True,1,1,0,,,,,,,23.761015,2362,3447,5809,1,checkpoints/r_exec/UP-01-A/native/results/section65_fault_pool_repair_raw.json,checkpoints/r_exec/UP-01-A/native/results/candidates/UP-01-A
r_exec,UP-01-B,UP-01-B,M4,Tiny Causal LM,causal_lm,causal_lm,causal_lm,True,UP-01,gradient_update,candidate,True,True,True,1,True,True,True,1,1,0,,,,,,,13.110102,2348,1479,3827,1,checkpoints/r_exec/UP-01-B/native/results/section65_fault_pool_repair_raw.json,checkpoints/r_exec/UP-01-B/native/results/candidates/UP-01-B
r_exec,MX-01-A,MX-01-A,M1,CNN,cnn,cnn,cnn,True,MX-01,mixed,candidate,True,True,True,1,True,True,True,1,2,0,,,,,,,61.596022,2362,8973,11335,1,checkpoints/r_exec/MX-01-A/native/results/section65_fault_pool_repair_raw.json,checkpoints/r_exec/MX-01-A/native/results/candidates/MX-01-A
r_exec,MX-01-B,MX-01-B,M2,Image MLP,mlp,mlp,mlp,True,MX-01,mixed,candidate,True,True,True,1,True,True,True,1,2,0,,,,,,,36.786131,2328,5244,7572,1,checkpoints/r_exec/MX-01-B/native/results/section65_fault_pool_repair_raw.json,checkpoints/r_exec/MX-01-B/native/results/candidates/MX-01-B
r_exec,MX-02-A,MX-02-A,M3,Transformer Classifier,transformer,transformer,transformer,True,MX-02,mixed,candidate,True,True,True,4,False,False,True,4,2,0,,,,,,,206.380756,8388,27447,35835,4,checkpoints/r_exec/MX-02-A/native/results/section65_fault_pool_repair_raw.json,checkpoints/r_exec/MX-02-A/native/results/candidates/MX-02-A
r_exec,MX-02-B,MX-02-B,M4,Tiny Causal LM,causal_lm,causal_lm,causal_lm,True,MX-02,mixed,candidate,True,True,True,1,True,True,True,1,2,0,,,,,,,52.882858,2134,6914,9048,1,checkpoints/r_exec/MX-02-B/native/results/section65_fault_pool_repair_raw.json,checkpoints/r_exec/MX-02-B/native/results/candidates/MX-02-B
r_exec,BL-01-A,BL-01-A,M1,CNN,cnn,cnn,cnn,True,BL-01,mixed,candidate,True,True,True,1,True,True,True,1,2,0,,,,,,,40.257306,2352,5428,7780,1,checkpoints/r_exec/BL-01-A/native/results/section65_fault_pool_repair_raw.json,checkpoints/r_exec/BL-01-A/native/results/candidates/BL-01-A
r_exec,BL-01-B,BL-01-B,M3,Transformer Classifier,transformer,transformer,transformer,True,BL-01,mixed,candidate,True,True,True,1,True,True,True,1,2,0,,,,,,,30.206398,2334,4302,6636,1,checkpoints/r_exec/BL-01-B/native/results/section65_fault_pool_repair_raw.json,checkpoints/r_exec/BL-01-B/native/results/candidates/BL-01-B
r_exec,BL-02-A,BL-02-A,M2,Image MLP,mlp,mlp,mlp,True,BL-02,mixed,candidate,True,True,False,4,False,False,False,4,1,0,,,,,,repair_budget_exhausted,223.238658,8484,28415,36899,4,checkpoints/r_exec/BL-02-A/native/results/section65_fault_pool_repair_raw.json,checkpoints/r_exec/BL-02-A/native/results/candidates/BL-02-A
r_exec,BL-02-B,BL-02-B,M4,Tiny Causal LM,causal_lm,causal_lm,causal_lm,True,BL-02,mixed,candidate,True,True,True,1,True,True,True,1,2,0,,,,,,,69.164383,2109,9142,11251,1,checkpoints/r_exec/BL-02-B/native/results/section65_fault_pool_repair_raw.json,checkpoints/r_exec/BL-02-B/native/results/candidates/BL-02-B
r_flat,EX-01-A,EX-01-A,M1,CNN,cnn,cnn,cnn,True,EX-01,execution,candidate,True,True,True,1,True,True,True,1,1,0,,,,,,,27.525966,2158,3596,5754,1,checkpoints/r_flat/EX-01-A/native/results/section65_fault_pool_repair_raw.json,checkpoints/r_flat/EX-01-A/native/results/candidates/EX-01-A
r_flat,EX-01-B,EX-01-B,M2,Image MLP,mlp,mlp,mlp,True,EX-01,execution,candidate,True,True,True,1,True,True,True,1,1,0,,,,,,,16.355707,2124,1963,4087,1,checkpoints/r_flat/EX-01-B/native/results/section65_fault_pool_repair_raw.json,checkpoints/r_flat/EX-01-B/native/results/candidates/EX-01-B
r_flat,EX-02-A,EX-02-A,M1,CNN,cnn,cnn,cnn,True,EX-02,execution,candidate,True,True,True,1,True,True,True,1,1,0,,,,,,,14.925835,2175,1817,3992,1,checkpoints/r_flat/EX-02-A/native/results/section65_fault_pool_repair_raw.json,checkpoints/r_flat/EX-02-A/native/results/candidates/EX-02-A
r_flat,EX-02-B,EX-02-B,M3,Transformer Classifier,transformer,transformer,transformer,True,EX-02,execution,candidate,True,True,True,1,True,True,True,1,1,0,,,,,,,9.690855,2217,989,3206,1,checkpoints/r_flat/EX-02-B/native/results/section65_fault_pool_repair_raw.json,checkpoints/r_flat/EX-02-B/native/results/candidates/EX-02-B
r_flat,EX-03-A,EX-03-A,M1,CNN,cnn,cnn,cnn,True,EX-03,execution,candidate,True,True,True,1,True,True,True,1,1,0,,,,,,,12.842985,2213,1617,3830,1,checkpoints/r_flat/EX-03-A/native/results/section65_fault_pool_repair_raw.json,checkpoints/r_flat/EX-03-A/native/results/candidates/EX-03-A
r_flat,EX-03-B,EX-03-B,M4,Tiny Causal LM,causal_lm,causal_lm,causal_lm,True,EX-03,execution,candidate,True,True,True,1,True,True,True,1,1,0,,,,,,,22.261507,2320,3167,5487,1,checkpoints/r_flat/EX-03-B/native/results/section65_fault_pool_repair_raw.json,checkpoints/r_flat/EX-03-B/native/results/candidates/EX-03-B
r_flat,EX-04-A,EX-04-A,M2,Image MLP,mlp,mlp,mlp,True,EX-04,execution,candidate,True,True,True,1,True,True,True,1,1,0,,,,,,,7.541819,2158,707,2865,1,checkpoints/r_flat/EX-04-A/native/results/section65_fault_pool_repair_raw.json,checkpoints/r_flat/EX-04-A/native/results/candidates/EX-04-A
r_flat,EX-04-B,EX-04-B,M3,Transformer Classifier,transformer,transformer,transformer,True,EX-04,execution,candidate,True,True,True,1,True,True,True,1,1,0,,,,,,,9.780905,2216,1094,3310,1,checkpoints/r_flat/EX-04-B/native/results/section65_fault_pool_repair_raw.json,checkpoints/r_flat/EX-04-B/native/results/candidates/EX-04-B
r_flat,EX-05-A,EX-05-A,M2,Image MLP,mlp,mlp,mlp,True,EX-05,execution,candidate,True,True,True,1,True,True,True,1,1,0,,,,,,,55.578463,2150,7613,9763,1,checkpoints/r_flat/EX-05-A/native/results/section65_fault_pool_repair_raw.json,checkpoints/r_flat/EX-05-A/native/results/candidates/EX-05-A
r_flat,EX-05-B,EX-05-B,M4,Tiny Causal LM,causal_lm,causal_lm,causal_lm,True,EX-05,execution,candidate,True,True,True,1,True,True,True,1,1,0,,,,,,,50.216486,2249,6605,8854,1,checkpoints/r_flat/EX-05-B/native/results/section65_fault_pool_repair_raw.json,checkpoints/r_flat/EX-05-B/native/results/candidates/EX-05-B
r_flat,EX-06-A,EX-06-A,M3,Transformer Classifier,transformer,transformer,transformer,True,EX-06,execution,core_operator,True,True,False,0,False,False,False,0,1,0,,,,,,wrong_root_cause_hypothesis,133.21846,0,0,0,0,checkpoints/r_flat/EX-06-A/native/results/section65_fault_pool_repair_raw.json,checkpoints/r_flat/EX-06-A/native/results/candidates/EX-06-A
r_flat,EX-06-B,EX-06-B,M4,Tiny Causal LM,causal_lm,causal_lm,causal_lm,True,EX-06,execution,core_operator,True,True,False,0,False,False,False,0,1,0,,,,,,wrong_root_cause_hypothesis,169.076104,0,0,0,0,checkpoints/r_flat/EX-06-B/native/results/section65_fault_pool_repair_raw.json,checkpoints/r_flat/EX-06-B/native/results/candidates/EX-06-B
r_flat,EX-07-A,EX-07-A,M1,CNN,cnn,cnn,cnn,True,EX-07,execution,core_operator,True,True,False,4,False,False,False,4,0,0,,,,,,repair_budget_exhausted,344.283044,0,0,0,0,checkpoints/r_flat/EX-07-A/native/results/section65_fault_pool_repair_raw.json,checkpoints/r_flat/EX-07-A/native/results/candidates/EX-07-A
r_flat,EX-07-B,EX-07-B,M2,Image MLP,mlp,mlp,mlp,True,EX-07,execution,core_operator,True,True,False,4,False,False,False,4,0,0,,,,,,repair_budget_exhausted,379.750313,0,0,0,0,checkpoints/r_flat/EX-07-B/native/results/section65_fault_pool_repair_raw.json,checkpoints/r_flat/EX-07-B/native/results/candidates/EX-07-B
r_flat,EX-08-A,EX-08-A,M1,CNN,cnn,cnn,cnn,True,EX-08,execution,core_operator,True,True,False,4,False,False,False,4,0,0,,,,,,repair_budget_exhausted,875.129652,0,0,0,0,checkpoints/r_flat/EX-08-A/native/results/section65_fault_pool_repair_raw.json,checkpoints/r_flat/EX-08-A/native/results/candidates/EX-08-A
r_flat,EX-08-B,EX-08-B,M3,Transformer Classifier,transformer,transformer,transformer,True,EX-08,execution,core_operator,True,True,False,4,False,False,False,4,0,0,,,,,,repair_budget_exhausted,848.578518,0,0,0,0,checkpoints/r_flat/EX-08-B/native/results/section65_fault_pool_repair_raw.json,checkpoints/r_flat/EX-08-B/native/results/candidates/EX-08-B
r_flat,EX-09-A,EX-09-A,M1,CNN,cnn,cnn,cnn,True,EX-09,execution,core_operator,True,True,True,1,True,True,True,1,1,0,,,,,,,13.635077,2168,1493,3661,1,checkpoints/r_flat/EX-09-A/native/results/section65_fault_pool_repair_raw.json,checkpoints/r_flat/EX-09-A/native/results/candidates/EX-09-A
